temp,month,station_id
396R,Dec,USC00051060
406S,Jan,USC00051071
425S,Feb,USC00051071
489S,Mar,USC00051071
559S,Apr,USC00051071
663S,May,USC00051071
770S,Jun,USC00051071
821C,Jul,USC00051071
790C,Aug,USC00051071
725S,Sep,USC00051071
613C,Oct,USC00051071
486S,Nov,USC00051071
398S,Dec,USC00051071
426S,Jan,USC00051121
455S,Feb,USC00051121
543S,Mar,USC00051121
633S,Apr,USC00051121
729S,May,USC00051121
837R,Jun,USC00051121
898S,Jul,USC00051121
876S,Aug,USC00051121
790S,Sep,USC00051121
663S,Oct,USC00051121
524S,Nov,USC00051121
423S,Dec,USC00051121
429S,Jan,USC00051179
456S,Feb,USC00051179
546S,Mar,USC00051179
627S,Apr,USC00051179
722S,May,USC00051179
829S,Jun,USC00051179
902S,Jul,USC00051179
875S,Aug,USC00051179
791S,Sep,USC00051179
663S,Oct,USC00051179
525S,Nov,USC00051179
423S,Dec,USC00051179
331S,Jan,USC00051186
333S,Feb,USC00051186
381S,Mar,USC00051186
436S,Apr,USC00051186
534S,May,USC00051186
642S,Jun,USC00051186
698S,Jul,USC00051186
677S,Aug,USC00051186
612S,Sep,USC00051186
505S,Oct,USC00051186
396S,Nov,USC00051186
328S,Dec,USC00051186
482S,Jan,USC00051268
513S,Feb,USC00051268
591S,Mar,USC00051268
686S,Apr,USC00051268
774S,May,USC00051268
873S,Jun,USC00051268
918S,Jul,USC00051268
894S,Aug,USC00051268
824S,Sep,USC00051268
710S,Oct,USC00051268
581S,Nov,USC00051268
480S,Dec,USC00051268
486S,Jan,USC00051294
502R,Feb,USC00051294
573R,Mar,USC00051294
644R,Apr,USC00051294
734S,May,USC00051294
835R,Jun,USC00051294
887S,Jul,USC00051294
859S,Aug,USC00051294
789S,Sep,USC00051294
680R,Oct,USC00051294
566S,Nov,USC00051294
477S,Dec,USC00051294
455S,Jan,USC00051401
464S,Feb,USC00051401
526S,Mar,USC00051401
592S,Apr,USC00051401
690S,May,USC00051401
790S,Jun,USC00051401
852S,Jul,USC00051401
827S,Aug,USC00051401
756S,Sep,USC00051401
646S,Oct,USC00051401
532S,Nov,USC00051401
447S,Dec,USC00051401
423R,Jan,USC00051440
465R,Feb,USC00051440
557R,Mar,USC00051440
633R,Apr,USC00051440
736R,May,USC00051440
850R,Jun,USC00051440
907R,Jul,USC00051440
877R,Aug,USC00051440
793R,Sep,USC00051440
665R,Oct,USC00051440
505R,Nov,USC00051440
411R,Dec,USC00051440
364R,Jan,USC00051443
403R,Feb,USC00051443
483R,Mar,USC00051443
578R,Apr,USC00051443
668R,May,USC00051443
790R,Jun,USC00051443
850R,Jul,USC00051443
822R,Aug,USC00051443
732R,Sep,USC00051443
607R,Oct,USC00051443
465R,Nov,USC00051443
365R,Dec,USC00051443
331S,Jan,USC00051458
388C,Feb,USC00051458
491S,Mar,USC00051458
584S,Apr,USC00051458
672S,May,USC00051458
761S,Jun,USC00051458
799S,Jul,USC00051458
780S,Aug,USC00051458
723S,Sep,USC00051458
610S,Oct,USC00051458
462S,Nov,USC00051458
341S,Dec,USC00051458
452C,Jan,USC00051528
464S,Feb,USC00051528
515S,Mar,USC00051528
579S,Apr,USC00051528
676S,May,USC00051528
781S,Jun,USC00051528
841S,Jul,USC00051528
816C,Aug,USC00051528
747C,Sep,USC00051528
639C,Oct,USC00051528
523S,Nov,USC00051528
443C,Dec,USC00051528
457R,Jan,USC00051539
496R,Feb,USC00051539
587R,Mar,USC00051539
676R,Apr,USC00051539
760R,May,USC00051539
857R,Jun,USC00051539
908R,Jul,USC00051539
888R,Aug,USC00051539
810R,Sep,USC00051539
698R,Oct,USC00051539
569R,Nov,USC00051539
455R,Dec,USC00051539
453R,Jan,USC00051547
469R,Feb,USC00051547
545R,Mar,USC00051547
616R,Apr,USC00051547
710R,May,USC00051547
819R,Jun,USC00051547
889R,Jul,USC00051547
860R,Aug,USC00051547
783R,Sep,USC00051547
665R,Oct,USC00051547
537R,Nov,USC00051547
450R,Dec,USC00051547
447C,Jan,USC00051564
476S,Feb,USC00051564
568C,Mar,USC00051564
654C,Apr,USC00051564
748C,May,USC00051564
855C,Jun,USC00051564
917C,Jul,USC00051564
895C,Aug,USC00051564
814C,Sep,USC00051564
688S,Oct,USC00051564
548C,Nov,USC00051564
446C,Dec,USC00051564
337S,Jan,USC00051609
378S,Feb,USC00051609
488S,Mar,USC00051609
587C,Apr,USC00051609
692S,May,USC00051609
795C,Jun,USC00051609
843S,Jul,USC00051609
820S,Aug,USC00051609
743S,Sep,USC00051609
627S,Oct,USC00051609
469S,Nov,USC00051609
349S,Dec,USC00051609
413Q,Jan,USC00051620
452Q,Feb,USC00051620
534Q,Mar,USC00051620
628Q,Apr,USC00051620
721Q,May,USC00051620
821Q,Jun,USC00051620
895Q,Jul,USC00051620
867Q,Aug,USC00051620
788Q,Sep,USC00051620
669Q,Oct,USC00051620
513Q,Nov,USC00051620
417Q,Dec,USC00051620
252S,Jan,USC00051660
273S,Feb,USC00051660
330S,Mar,USC00051660
386S,Apr,USC00051660
472S,May,USC00051660
585S,Jun,USC00051660
648S,Jul,USC00051660
621S,Aug,USC00051660
561S,Sep,USC00051660
445S,Oct,USC00051660
328S,Nov,USC00051660
247S,Dec,USC00051660
333R,Jan,USC00051681
345R,Feb,USC00051681
402R,Mar,USC00051681
453R,Apr,USC00051681
550R,May,USC00051681
662R,Jun,USC00051681
728R,Jul,USC00051681
708R,Aug,USC00051681
636R,Sep,USC00051681
521R,Oct,USC00051681
405R,Nov,USC00051681
327R,Dec,USC00051681
283S,Jan,USC00051713
339S,Feb,USC00051713
442S,Mar,USC00051713
545S,Apr,USC00051713
648S,May,USC00051713
748S,Jun,USC00051713
800S,Jul,USC00051713
781S,Aug,USC00051713
711S,Sep,USC00051713
593S,Oct,USC00051713
440S,Nov,USC00051713
307S,Dec,USC00051713
381R,Jan,USC00051741
434R,Feb,USC00051741
526R,Mar,USC00051741
603R,Apr,USC00051741
704R,May,USC00051741
806R,Jun,USC00051741
869R,Jul,USC00051741
848R,Aug,USC00051741
766R,Sep,USC00051741
645R,Oct,USC00051741
495R,Nov,USC00051741
382R,Dec,USC00051741
371R,Jan,USC00051743
419R,Feb,USC00051743
525R,Mar,USC00051743
616R,Apr,USC00051743
716R,May,USC00051743
821R,Jun,USC00051743
884R,Jul,USC00051743
855R,Aug,USC00051743
773R,Sep,USC00051743
644R,Oct,USC00051743
489R,Nov,USC00051743
366R,Dec,USC00051743
386S,Jan,USC00051772
441S,Feb,USC00051772
544S,Mar,USC00051772
629S,Apr,USC00051772
740S,May,USC00051772
858S,Jun,USC00051772
923C,Jul,USC00051772
891C,Aug,USC00051772
798C,Sep,USC00051772
654C,Oct,USC00051772
496C,Nov,USC00051772
387S,Dec,USC00051772
423S,Jan,USC00051886
459C,Feb,USC00051886
539S,Mar,USC00051886
625S,Apr,USC00051886
729S,May,USC00051886
837S,Jun,USC00051886
890S,Jul,USC00051886
862C,Aug,USC00051886
785C,Sep,USC00051886
661C,Oct,USC00051886
525S,Nov,USC00051886
425C,Dec,USC00051886
312S,Jan,USC00051932
351C,Feb,USC00051932
462S,Mar,USC00051932
566S,Apr,USC00051932
659S,May,USC00051932
772S,Jun,USC00051932
851R,Jul,USC00051932
832S,Aug,USC00051932
737S,Sep,USC00051932
608S,Oct,USC00051932
443R,Nov,USC00051932
320R,Dec,USC00051932
347R,Jan,USC00051939
400R,Feb,USC00051939
474R,Mar,USC00051939
550R,Apr,USC00051939
643R,May,USC00051939
736R,Jun,USC00051939
774R,Jul,USC00051939
755R,Aug,USC00051939
699R,Sep,USC00051939
605R,Oct,USC00051939
480R,Nov,USC00051939
367R,Dec,USC00051939
312Q,Jan,USC00051948
359Q,Feb,USC00051948
441Q,Mar,USC00051948
541Q,Apr,USC00051948
630Q,May,USC00051948
736Q,Jun,USC00051948
778Q,Jul,USC00051948
761Q,Aug,USC00051948
688Q,Sep,USC00051948
585Q,Oct,USC00051948
461Q,Nov,USC00051948
325Q,Dec,USC00051948
264S,Jan,USC00051959
301S,Feb,USC00051959
376S,Mar,USC00051959
456S,Apr,USC00051959
574S,May,USC00051959
688S,Jun,USC00051959
747S,Jul,USC00051959
724S,Aug,USC00051959
648S,Sep,USC00051959
535S,Oct,USC00051959
385S,Nov,USC00051959
271S,Dec,USC00051959
341S,Jan,USC00051964
385S,Feb,USC00051964
473S,Mar,USC00051964
565S,Apr,USC00051964
667S,May,USC00051964
769S,Jun,USC00051964
809S,Jul,USC00051964
783S,Aug,USC00051964
707S,Sep,USC00051964
593S,Oct,USC00051964
446S,Nov,USC00051964
344S,Dec,USC00051964
334Q,Jan,USC00051977
360Q,Feb,USC00051977
417Q,Mar,USC00051977
488Q,Apr,USC00051977
591Q,May,USC00051977
700Q,Jun,USC00051977
750Q,Jul,USC00051977
719Q,Aug,USC00051977
646Q,Sep,USC00051977
546Q,Oct,USC00051977
420Q,Nov,USC00051977
331Q,Dec,USC00051977
452R,Jan,USC00051996
486R,Feb,USC00051996
566R,Mar,USC00051996
654R,Apr,USC00051996
743R,May,USC00051996
847R,Jun,USC00051996
930R,Jul,USC00051996
903R,Aug,USC00051996
817R,Sep,USC00051996
689R,Oct,USC00051996
552R,Nov,USC00051996
436R,Dec,USC00051996
324S,Jan,USC00052184
367S,Feb,USC00052184
468S,Mar,USC00052184
556S,Apr,USC00052184
652S,May,USC00052184
737S,Jun,USC00052184
770S,Jul,USC00052184
749S,Aug,USC00052184
691S,Sep,USC00052184
592S,Oct,USC00052184
447S,Nov,USC00052184
333S,Dec,USC00052184
395R,Jan,USC00052192
449R,Feb,USC00052192
554R,Mar,USC00052192
631R,Apr,USC00052192
735R,May,USC00052192
844R,Jun,USC00052192
906R,Jul,USC00052192
876R,Aug,USC00052192
794R,Sep,USC00052192
678R,Oct,USC00052192
515R,Nov,USC00052192
398R,Dec,USC00052192
399R,Jan,USC00052196
467R,Feb,USC00052196
575R,Mar,USC00052196
665R,Apr,USC00052196
773R,May,USC00052196
865R,Jun,USC00052196
916R,Jul,USC00052196
895R,Aug,USC00052196
799R,Sep,USC00052196
682R,Oct,USC00052196
524R,Nov,USC00052196
396R,Dec,USC00052196
488R,Jan,USC00052223
489R,Feb,USC00052223
564R,Mar,USC00052223
637R,Apr,USC00052223
730R,May,USC00052223
836R,Jun,USC00052223
915R,Jul,USC00052223
889R,Aug,USC00052223
808R,Sep,USC00052223
676R,Oct,USC00052223
549R,Nov,USC00052223
468R,Dec,USC00052223
316C,Jan,USC00052281
338S,Feb,USC00052281
396C,Mar,USC00052281
472C,Apr,USC00052281
573C,May,USC00052281
679C,Jun,USC00052281
741S,Jul,USC00052281
719C,Aug,USC00052281
649C,Sep,USC00052281
534C,Oct,USC00052281
402C,Nov,USC00052281
315C,Dec,USC00052281
332C,Jan,USC00052286
392C,Feb,USC00052286
517C,Mar,USC00052286
615S,Apr,USC00052286
726C,May,USC00052286
841S,Jun,USC00052286
912S,Jul,USC00052286
883S,Aug,USC00052286
781S,Sep,USC00052286
635S,Oct,USC00052286
465S,Nov,USC00052286
337S,Dec,USC00052286
389Q,Jan,USC00052342
417Q,Feb,USC00052342
498Q,Mar,USC00052342
587Q,Apr,USC00052342
690Q,May,USC00052342
799Q,Jun,USC00052342
856Q,Jul,USC00052342
828Q,Aug,USC00052342
744Q,Sep,USC00052342
620Q,Oct,USC00052342
491Q,Nov,USC00052342
390Q,Dec,USC00052342
409R,Jan,USC00052432
468R,Feb,USC00052432
545R,Mar,USC00052432
624R,Apr,USC00052432
732R,May,USC00052432
857R,Jun,USC00052432
889R,Jul,USC00052432
846R,Aug,USC00052432
793R,Sep,USC00052432
662R,Oct,USC00052432
516R,Nov,USC00052432
419R,Dec,USC00052432
387R,Jan,USC00052441
437R,Feb,USC00052441
531R,Mar,USC00052441
624R,Apr,USC00052441
706R,May,USC00052441
800R,Jun,USC00052441
842R,Jul,USC00052441
815R,Aug,USC00052441
746R,Sep,USC00052441
629R,Oct,USC00052441
494R,Nov,USC00052441
393R,Dec,USC00052441
433R,Jan,USC00052446
465R,Feb,USC00052446
565R,Mar,USC00052446
654R,Apr,USC00052446
751R,May,USC00052446
852S,Jun,USC00052446
912S,Jul,USC00052446
881R,Aug,USC00052446
806S,Sep,USC00052446
676S,Oct,USC00052446
545S,Nov,USC00052446
437R,Dec,USC00052446
425R,Jan,USC00052631
446R,Feb,USC00052631
502R,Mar,USC00052631
576R,Apr,USC00052631
685R,May,USC00052631
784R,Jun,USC00052631
839R,Jul,USC00052631
812R,Aug,USC00052631
746R,Sep,USC00052631
631R,Oct,USC00052631
502R,Nov,USC00052631
420R,Dec,USC00052631
400R,Jan,USC00052759
412R,Feb,USC00052759
471R,Mar,USC00052759
544R,Apr,USC00052759
634R,May,USC00052759
733R,Jun,USC00052759
793R,Jul,USC00052759
779R,Aug,USC00052759
701R,Sep,USC00052759
589R,Oct,USC00052759
471R,Nov,USC00052759
390R,Dec,USC00052759
352Q,Jan,USC00052761
361Q,Feb,USC00052761
422Q,Mar,USC00052761
496Q,Apr,USC00052761
600Q,May,USC00052761
717Q,Jun,USC00052761
781Q,Jul,USC00052761
758Q,Aug,USC00052761
678Q,Sep,USC00052761
552Q,Oct,USC00052761
418Q,Nov,USC00052761
343Q,Dec,USC00052761
439S,Jan,USC00052790
442S,Feb,USC00052790
498S,Mar,USC00052790
558S,Apr,USC00052790
641S,May,USC00052790
743S,Jun,USC00052790
805S,Jul,USC00052790
784S,Aug,USC00052790
714S,Sep,USC00052790
608C,Oct,USC00052790
500C,Nov,USC00052790
430S,Dec,USC00052790
318Q,Jan,USC00052816
336Q,Feb,USC00052816
389Q,Mar,USC00052816
455Q,Apr,USC00052816
552Q,May,USC00052816
664Q,Jun,USC00052816
711Q,Jul,USC00052816
694Q,Aug,USC00052816
627Q,Sep,USC00052816
524Q,Oct,USC00052816
402Q,Nov,USC00052816
326Q,Dec,USC00052816
443S,Jan,USC00052932
461S,Feb,USC00052932
545R,Mar,USC00052932
626R,Apr,USC00052932
724S,May,USC00052932
835S,Jun,USC00052932
890R,Jul,USC00052932
869R,Aug,USC00052932
784R,Sep,USC00052932
668R,Oct,USC00052932
528R,Nov,USC00052932
433R,Dec,USC00052932
422R,Jan,USC00052947
449R,Feb,USC00052947
526R,Mar,USC00052947
614R,Apr,USC00052947
722R,May,USC00052947
818R,Jun,USC00052947
893R,Jul,USC00052947
874R,Aug,USC00052947
791R,Sep,USC00052947
649R,Oct,USC00052947
498R,Nov,USC00052947
400R,Dec,USC00052947
388R,Jan,USC00052965
408R,Feb,USC00052965
470R,Mar,USC00052965
545R,Apr,USC00052965
638R,May,USC00052965
729R,Jun,USC00052965
775R,Jul,USC00052965
747R,Aug,USC00052965
689R,Sep,USC00052965
592R,Oct,USC00052965
467R,Nov,USC00052965
381R,Dec,USC00052965
442C,Jan,USC00053005
465C,Feb,USC00053005
547C,Mar,USC00053005
622C,Apr,USC00053005
711C,May,USC00053005
804C,Jun,USC00053005
866C,Jul,USC00053005
840C,Aug,USC00053005
759C,Sep,USC00053005
639C,Oct,USC00053005
514C,Nov,USC00053005
428C,Dec,USC00053005
429R,Jan,USC00053006
449R,Feb,USC00053006
533R,Mar,USC00053006
611R,Apr,USC00053006
702R,May,USC00053006
801R,Jun,USC00053006
868R,Jul,USC00053006
844R,Aug,USC00053006
757R,Sep,USC00053006
634R,Oct,USC00053006
502R,Nov,USC00053006
408R,Dec,USC00053006
355S,Jan,USC00053016
389S,Feb,USC00053016
461S,Mar,USC00053016
554S,Apr,USC00053016
651R,May,USC00053016
752S,Jun,USC00053016
795S,Jul,USC00053016
768S,Aug,USC00053016
699C,Sep,USC00053016
584S,Oct,USC00053016
449S,Nov,USC00053016
359S,Dec,USC00053016
387R,Jan,USC00053038
435R,Feb,USC00053038
525R,Mar,USC00053038
613R,Apr,USC00053038
712R,May,USC00053038
818R,Jun,USC00053038
889R,Jul,USC00053038
862R,Aug,USC00053038
779R,Sep,USC00053038
647R,Oct,USC00053038
496R,Nov,USC00053038
385R,Dec,USC00053038
306R,Jan,USC00053116
344R,Feb,USC00053116
414R,Mar,USC00053116
504R,Apr,USC00053116
613R,May,USC00053116
712R,Jun,USC00053116
764R,Jul,USC00053116
741R,Aug,USC00053116
669R,Sep,USC00053116
550R,Oct,USC00053116
395R,Nov,USC00053116
298R,Dec,USC00053116
382S,Jan,USC00053146
458S,Feb,USC00053146
575S,Mar,USC00053146
661S,Apr,USC00053146
763S,May,USC00053146
869S,Jun,USC00053146
927S,Jul,USC00053146
896S,Aug,USC00053146
809S,Sep,USC00053146
677S,Oct,USC00053146
524S,Nov,USC00053146
398S,Dec,USC00053146
433S,Jan,USC00053246
501S,Feb,USC00053246
601S,Mar,USC00053246
686S,Apr,USC00053246
782S,May,USC00053246
882S,Jun,USC00053246
934R,Jul,USC00053246
898R,Aug,USC00053246
825R,Sep,USC00053246
695R,Oct,USC00053246
550S,Nov,USC00053246
432S,Dec,USC00053246
415Q,Jan,USC00053258
432Q,Feb,USC00053258
514Q,Mar,USC00053258
589Q,Apr,USC00053258
689Q,May,USC00053258
795Q,Jun,USC00053258
855Q,Jul,USC00053258
824Q,Aug,USC00053258
747Q,Sep,USC00053258
634Q,Oct,USC00053258
498Q,Nov,USC00053258
409Q,Dec,USC00053258
349R,Jan,USC00053261
369R,Feb,USC00053261
418R,Mar,USC00053261
483R,Apr,USC00053261
583R,May,USC00053261
694R,Jun,USC00053261
756R,Jul,USC00053261
734R,Aug,USC00053261
667R,Sep,USC00053261
556R,Oct,USC00053261
422R,Nov,USC00053261
341R,Dec,USC00053261
378R,Jan,USC00053307
417R,Feb,USC00053307
504R,Mar,USC00053307
596R,Apr,USC00053307
691R,May,USC00053307
799R,Jun,USC00053307
879R,Jul,USC00053307
845R,Aug,USC00053307
755R,Sep,USC00053307
624R,Oct,USC00053307
486R,Nov,USC00053307
381R,Dec,USC00053307
355S,Jan,USC00053359
410S,Feb,USC00053359
515S,Mar,USC00053359
594R,Apr,USC00053359
698S,May,USC00053359
810S,Jun,USC00053359
873S,Jul,USC00053359
851S,Aug,USC00053359
762S,Sep,USC00053359
638S,Oct,USC00053359
472S,Nov,USC00053359
354S,Dec,USC00053359
389Q,Jan,USC00053387
410Q,Feb,USC00053387
463Q,Mar,USC00053387
513Q,Apr,USC00053387
615Q,May,USC00053387
703Q,Jun,USC00053387
770Q,Jul,USC00053387
751Q,Aug,USC00053387
684Q,Sep,USC00053387
573Q,Oct,USC00053387
465Q,Nov,USC00053387
402Q,Dec,USC00053387
317Q,Jan,USC00053446
338Q,Feb,USC00053446
402Q,Mar,USC00053446
466Q,Apr,USC00053446
561Q,May,USC00053446
663Q,Jun,USC00053446
743Q,Jul,USC00053446
719Q,Aug,USC00053446
646Q,Sep,USC00053446
525Q,Oct,USC00053446
396Q,Nov,USC00053446
310Q,Dec,USC00053446
400C,Jan,USC00053489
466C,Feb,USC00053489
573S,Mar,USC00053489
659S,Apr,USC00053489
763S,May,USC00053489
872S,Jun,USC00053489
932S,Jul,USC00053489
901S,Aug,USC00053489
810S,Sep,USC00053489
673S,Oct,USC00053489
522S,Nov,USC00053489
406S,Dec,USC00053489
324C,Jan,USC00053496
360C,Feb,USC00053496
433C,Mar,USC00053496
505C,Apr,USC00053496
601C,May,USC00053496
706C,Jun,USC00053496
764C,Jul,USC00053496
743C,Aug,USC00053496
678C,Sep,USC00053496
560C,Oct,USC00053496
406C,Nov,USC00053496
315C,Dec,USC00053496
283S,Jan,USC00053500
326S,Feb,USC00053500
412S,Mar,USC00053500
501S,Apr,USC00053500
610S,May,USC00053500
713S,Jun,USC00053500
764S,Jul,USC00053500
747S,Aug,USC00053500
680S,Sep,USC00053500
564S,Oct,USC00053500
407S,Nov,USC00053500
300S,Dec,USC00053500
346S,Jan,USC00053530
372S,Feb,USC00053530
437S,Mar,USC00053530
506S,Apr,USC00053530
609S,May,USC00053530
709S,Jun,USC00053530
760S,Jul,USC00053530
729S,Aug,USC00053530
662S,Sep,USC00053530
552S,Oct,USC00053530
420C,Nov,USC00053530
336C,Dec,USC00053530
342C,Jan,USC00053541
381S,Feb,USC00053541
466S,Mar,USC00053541
554S,Apr,USC00053541
655S,May,USC00053541
761C,Jun,USC00053541
804C,Jul,USC00053541
776S,Aug,USC00053541
707S,Sep,USC00053541
588C,Oct,USC00053541
450S,Nov,USC00053541
347C,Dec,USC00053541
460C,Jan,USC00053553
500C,Feb,USC00053553
600C,Mar,USC00053553
679C,Apr,USC00053553
773C,May,USC00053553
873C,Jun,USC00053553
938S,Jul,USC00053553
914C,Aug,USC00053553
830C,Sep,USC00053553
697S,Oct,USC00053553
551S,Nov,USC00053553
447C,Dec,USC00053553
269R,Jan,USC00053592
333R,Feb,USC00053592
415R,Mar,USC00053592
508R,Apr,USC00053592
617R,May,USC00053592
723R,Jun,USC00053592
780R,Jul,USC00053592
759R,Aug,USC00053592
675R,Sep,USC00053592
546R,Oct,USC00053592
397R,Nov,USC00053592
284R,Dec,USC00053592
410Q,Jan,USC00053629
415Q,Feb,USC00053629
464Q,Mar,USC00053629
530Q,Apr,USC00053629
623Q,May,USC00053629
725Q,Jun,USC00053629
794Q,Jul,USC00053629
770Q,Aug,USC00053629
696Q,Sep,USC00053629
581Q,Oct,USC00053629
476Q,Nov,USC00053629
400Q,Dec,USC00053629
251S,Jan,USC00053662
303S,Feb,USC00053662
426S,Mar,USC00053662
542S,Apr,USC00053662
645R,May,USC00053662
740R,Jun,USC00053662
791R,Jul,USC00053662
764R,Aug,USC00053662
691S,Sep,USC00053662
583S,Oct,USC00053662
421S,Nov,USC00053662
277S,Dec,USC00053662
303C,Jan,USC00053867
345C,Feb,USC00053867
463C,Mar,USC00053867
583C,Apr,USC00053867
684C,May,USC00053867
787C,Jun,USC00053867
852C,Jul,USC00053867
832C,Aug,USC00053867
744C,Sep,USC00053867
614C,Oct,USC00053867
444C,Nov,USC00053867
313C,Dec,USC00053867
303R,Jan,USC00053951
336R,Feb,USC00053951
396R,Mar,USC00053951
469R,Apr,USC00053951
599R,May,USC00053951
720R,Jun,USC00053951
772R,Jul,USC00053951
739R,Aug,USC00053951
678R,Sep,USC00053951
584R,Oct,USC00053951
448R,Nov,USC00053951
322R,Dec,USC00053951
344R,Jan,USC00054054
367R,Feb,USC00054054
432R,Mar,USC00054054
518R,Apr,USC00054054
615R,May,USC00054054
725R,Jun,USC00054054
794R,Jul,USC00054054
775R,Aug,USC00054054
693R,Sep,USC00054054
568R,Oct,USC00054054
427R,Nov,USC00054054
336R,Dec,USC00054054
443S,Jan,USC00054076
484S,Feb,USC00054076
586S,Mar,USC00054076
685S,Apr,USC00054076
775S,May,USC00054076
882S,Jun,USC00054076
935S,Jul,USC00054076
907S,Aug,USC00054076
829S,Sep,USC00054076
703S,Oct,USC00054076
561S,Nov,USC00054076
443S,Dec,USC00054076
409S,Jan,USC00054082
448S,Feb,USC00054082
529S,Mar,USC00054082
621S,Apr,USC00054082
714S,May,USC00054082
812S,Jun,USC00054082
875S,Jul,USC00054082
856S,Aug,USC00054082
771C,Sep,USC00054082
646S,Oct,USC00054082
511S,Nov,USC00054082
412S,Dec,USC00054082
302R,Jan,USC00054135
320R,Feb,USC00054135
383R,Mar,USC00054135
429R,Apr,USC00054135
536R,May,USC00054135
653R,Jun,USC00054135
721R,Jul,USC00054135
699R,Aug,USC00054135
625R,Sep,USC00054135
503R,Oct,USC00054135
371R,Nov,USC00054135
300R,Dec,USC00054135
442R,Jan,USC00054172
465R,Feb,USC00054172
552R,Mar,USC00054172
634R,Apr,USC00054172
724R,May,USC00054172
819R,Jun,USC00054172
883R,Jul,USC00054172
861R,Aug,USC00054172
783R,Sep,USC00054172
664R,Oct,USC00054172
536R,Nov,USC00054172
434R,Dec,USC00054172
413R,Jan,USC00054242
441R,Feb,USC00054242
532R,Mar,USC00054242
625R,Apr,USC00054242
715R,May,USC00054242
826R,Jun,USC00054242
891R,Jul,USC00054242
864R,Aug,USC00054242
782R,Sep,USC00054242
655R,Oct,USC00054242
513R,Nov,USC00054242
417R,Dec,USC00054242
420R,Jan,USC00054250
459R,Feb,USC00054250
555R,Mar,USC00054250
621R,Apr,USC00054250
722R,May,USC00054250
835R,Jun,USC00054250
898R,Jul,USC00054250
863R,Aug,USC00054250
785R,Sep,USC00054250
645R,Oct,USC00054250
518R,Nov,USC00054250
425R,Dec,USC00054250
391Q,Jan,USC00054254
448Q,Feb,USC00054254
537Q,Mar,USC00054254
621Q,Apr,USC00054254
717Q,May,USC00054254
819Q,Jun,USC00054254
861Q,Jul,USC00054254
839Q,Aug,USC00054254
758Q,Sep,USC00054254
646Q,Oct,USC00054254
508Q,Nov,USC00054254
398Q,Dec,USC00054254
426R,Jan,USC00054380
455R,Feb,USC00054380
553R,Mar,USC00054380
636R,Apr,USC00054380
732R,May,USC00054380
832R,Jun,USC00054380
886R,Jul,USC00054380
869R,Aug,USC00054380
794R,Sep,USC00054380
669R,Oct,USC00054380
523R,Nov,USC00054380
426R,Dec,USC00054380
447R,Jan,USC00054388
491S,Feb,USC00054388
590R,Mar,USC00054388
684R,Apr,USC00054388
775R,May,USC00054388
879S,Jun,USC00054388
938R,Jul,USC00054388
912S,Aug,USC00054388
836S,Sep,USC00054388
708R,Oct,USC00054388
566R,Nov,USC00054388
448R,Dec,USC00054388
426S,Jan,USC00054413
473S,Feb,USC00054413
564S,Mar,USC00054413
648S,Apr,USC00054413
737S,May,USC00054413
834S,Jun,USC00054413
902R,Jul,USC00054413
877R,Aug,USC00054413
803R,Sep,USC00054413
674R,Oct,USC00054413
538S,Nov,USC00054413
423S,Dec,USC00054413
446S,Jan,USC00054444
469S,Feb,USC00054444
552S,Mar,USC00054444
637S,Apr,USC00054444
723S,May,USC00054444
821S,Jun,USC00054444
888S,Jul,USC00054444
862S,Aug,USC00054444
787S,Sep,USC00054444
668S,Oct,USC00054444
537S,Nov,USC00054444
438S,Dec,USC00054444
471S,Jan,USC00054452
481S,Feb,USC00054452
546S,Mar,USC00054452
615S,Apr,USC00054452
704S,May,USC00054452
807S,Jun,USC00054452
875S,Jul,USC00054452
852S,Aug,USC00054452
776S,Sep,USC00054452
658S,Oct,USC00054452
544S,Nov,USC00054452
457S,Dec,USC00054452
488R,Jan,USC00054538
510R,Feb,USC00054538
580R,Mar,USC00054538
655R,Apr,USC00054538
746R,May,USC00054538
847R,Jun,USC00054538
899R,Jul,USC00054538
879R,Aug,USC00054538
814R,Sep,USC00054538
701R,Oct,USC00054538
582R,Nov,USC00054538
476R,Dec,USC00054538
492R,Jan,USC00054546
522R,Feb,USC00054546
585R,Mar,USC00054546
669R,Apr,USC00054546
758R,May,USC00054546
837R,Jun,USC00054546
888R,Jul,USC00054546
854R,Aug,USC00054546
791R,Sep,USC00054546
691R,Oct,USC00054546
577R,Nov,USC00054546
482R,Dec,USC00054546
445S,Jan,USC00054603
476S,Feb,USC00054603
567S,Mar,USC00054603
660S,Apr,USC00054603
755S,May,USC00054603
857S,Jun,USC00054603
920S,Jul,USC00054603
892S,Aug,USC00054603
815S,Sep,USC00054603
687S,Oct,USC00054603
554S,Nov,USC00054603
447S,Dec,USC00054603
448R,Jan,USC00054606
471R,Feb,USC00054606
562R,Mar,USC00054606
651R,Apr,USC00054606
746R,May,USC00054606
850R,Jun,USC00054606
913R,Jul,USC00054606
886R,Aug,USC00054606
806R,Sep,USC00054606
683R,Oct,USC00054606
540R,Nov,USC00054606
434R,Dec,USC00054606
265S,Jan,USC00054664
306S,Feb,USC00054664
422R,Mar,USC00054664
533R,Apr,USC00054664
635R,May,USC00054664
745S,Jun,USC00054664
804R,Jul,USC00054664
784R,Aug,USC00054664
704R,Sep,USC00054664
585R,Oct,USC00054664
